drug_idx,drug_name,x,y,predicted_target_class
540,galantamine,0.6312988,-0.24503252,virus
541,gamma-aminobutyric,-2.6088328,0.18174264,bacteria
542,ganciclovir,2.2899125,-0.16528156,human_cell
543,gatifloxacin,1.6188734,0.20262024,human_cell
544,gd-dtpa,1.4652717,-0.03647773,human_cell
545,gd-eob-dtpa,-0.9427514,-0.06313485,virus
546,ge-132,1.7982762,0.14551046,human_cell
547,gefitinib,0.32842135,-0.07265639,human_cell
548,gemcitabine,2.4368336,-0.024229988,human_cell
549,gemeprost,-1.8468626,0.022440538,fungus
550,gemfibrozil,0.099428415,-0.03922893,human_cell
551,gemifloxacin,0.5392792,-0.076013505,human_cell
552,gentamicin,-0.40837216,-0.009950057,bacteria
553,glat,2.4767616,-0.1658991,human_cell
554,glibenclamide,-0.45454693,-0.13359806,virus
555,gliclazide,2.0784848,-0.18191126,human_cell
556,glimepiride,-0.13952708,-0.048690617,human_cell
557,glipizide,-0.568383,-0.098216295,virus
558,glucagon,-2.4091642,0.06476568,fungus
559,glucose,-1.0748382,-0.0005262941,bacteria
560,glutamine,-0.8394296,-0.05569081,virus
561,glycerol,-1.3137224,-0.028631926,virus
562,glycine,-0.596014,0.024628088,bacteria
563,glycopyrrolate,0.80194354,0.0075960457,human_cell
564,gold,-0.10916948,0.027703136,human_cell
565,gonadorelin,-0.37512684,0.22894743,human_cell
566,goserelin,1.9114249,-0.06479153,human_cell
567,granisetron,-0.12700272,-0.15932989,virus
568,graphene,-2.3543572,0.16338885,bacteria
569,griseofulvin,-1.8898969,0.0024861842,fungus
570,guaifenesin,-2.5956764,0.061017394,fungus
571,guanfacine,-0.49300408,-0.0787479,virus
572,guanidinium,-1.0157204,0.068857335,bacteria
573,halcinonide,-1.7853866,-0.1395514,fungus
574,halobetasol,-1.966138,-0.12888327,fungus
575,halofantrine,-1.2780743,-0.08367452,fungus
576,haloperidol,0.4646232,-0.10787439,virus
577,hemin,-1.9037693,0.09953631,fungus
578,heparin,-0.91699123,-0.014014557,bacteria
579,hepatitis,0.91074586,-0.08548465,human_cell
580,hetastarch,-1.378623,-0.029399216,bacteria
581,hexachlorophene,-2.83994,0.046184614,fungus
582,hexamethylmelamine,-2.1248584,0.04128577,fungus
583,hexaminolevulinate,-2.5372663,0.034455463,fungus
584,histamine,-0.018457413,-0.01731643,human_cell
585,histrelin,2.8330462,0.08525904,human_cell
586,hmdp,-2.8096545,0.1454189,fungus
587,hoe,-2.590815,0.063567355,fungus
588,homatropine,0.66566586,0.31470102,human_cell
589,humalog,-1.2352922,-0.04759136,fungus
590,hydralazine,-0.6583946,-0.05252318,virus
591,hydrochlorothiazide,0.30821395,-0.08708492,human_cell
592,hydrocodone,-0.73762584,-0.07243076,virus
593,hydrocortisone,-1.6178036,-0.073384374,fungus
594,hydroflumethiazide,-1.6842785,-0.008860961,fungus
595,hydromorphone,3.1651118,-0.030553326,human_cell
596,hydroxocobalamin,-0.64887714,0.0022725463,bacteria
597,hydroxybutyrate,0.6760814,-0.2704023,virus
598,hydroxychloroquine,1.4980304,0.19313665,human_cell
599,hydroxyl,-2.277174,0.04226692,fungus
600,hydroxypropyl,-2.5581346,0.098922715,fungus
601,hydroxyurea,1.3847187,0.046825185,human_cell
602,hydroxyzine,-2.1969273,0.02958256,fungus
603,ibandronate,1.1482837,-0.20140836,virus
604,ibuprofen,3.126249,-0.090387285,human_cell
605,ibutilide,-0.97468925,0.13158071,bacteria
606,ici,-0.85265803,-0.11894187,virus
607,icodextrin,2.2991402,0.17831741,human_cell
608,idarubicin,0.10206914,0.06271142,bacteria
609,idurd,-2.3697715,0.21486954,bacteria
610,ifosfamide,4.702389,0.28567344,human_cell
611,iloperidone,0.75964856,-0.06330994,human_cell
612,iloprost,-0.82875204,-0.04311852,virus
613,imatinib,3.2238877,-0.18280852,human_cell
614,imipramine,0.7803781,-0.081813306,virus
615,imiquimod,4.392209,-0.09113881,human_cell
616,implanon,0.8405807,-0.109482884,virus
617,indacaterol,-1.3224218,-0.07948318,virus
618,indapamide,1.2059743,-0.20205918,virus
619,indinavir,1.7331016,-0.06686941,human_cell
620,indomethacin,1.893934,0.12274396,human_cell
621,insulin,3.6268928,-0.20364323,human_cell
622,iodide,0.33139253,-0.0118604,virus
623,iodipamide,-2.0282898,0.06322599,fungus
624,iodixanol,0.36694217,-0.105249226,virus
625,iohexol,0.07157445,-0.07782629,virus
626,iopamidol,2.1639783,0.17762524,human_cell
627,iopromide,2.1066973,0.013866231,human_cell
628,iotrolan,-0.28067112,0.050130337,human_cell
629,ioversol,2.0319884,0.11939714,human_cell
630,ioxaglate,0.40228724,-0.015843138,human_cell
631,ioxilan,-1.3006306,-0.04066235,bacteria
632,ipratropium,1.3981392,0.030789644,human_cell
633,irbesartan,1.7564929,-0.16179866,human_cell
634,irbesartan-hydrochlorothiazide,0.7974298,-0.14644402,virus
635,irinotecan,1.2491629,0.0042010844,human_cell
636,iron,0.28458953,0.028417632,human_cell
637,isocarboxazid,-1.3340847,-0.00879544,bacteria
638,isoflurane,-0.58054805,-0.07688394,virus
639,isomannide,0.77826476,-0.090595216,human_cell
640,isoniazid,-0.8186681,0.2696126,bacteria
641,isopropyl,-1.3394375,-0.071133584,fungus
642,isoproterenol,-1.3005702,0.3155597,bacteria
643,isosorbide,-1.715199,0.16893989,bacteria
644,isosorbide-5-mononitrate,1.6201694,-0.14467195,virus
645,isosulfan,-2.6033306,0.07299256,fungus
646,isoxsuprine,-2.0381894,0.17485939,bacteria
647,isradipine,-0.5879967,-0.085297376,virus
648,itraconazole,1.0507138,-0.2967704,virus
649,ivabradine,-1.5347979,-0.05044961,fungus
650,ivacaftor,-0.77703595,0.009208471,human_cell
651,ivermectin,0.7201698,0.36071348,bacteria
652,ixabepilone,1.5162718,-0.04551287,human_cell
653,k779,4.809597,-0.35828975,virus
654,kaluril,-1.2080753,0.009645268,bacteria
655,kanamycin,-1.4300814,0.15153643,bacteria
656,ketamine,-1.7540951,0.0074391067,fungus
657,ketoconazole,-0.21929455,-0.23108116,virus
658,ketoprofen,0.3534391,-0.06034656,human_cell
659,ketorolac,2.4955122,-0.13843617,human_cell
660,ketotifen,-1.3801286,-0.026806787,bacteria
661,l-dmp,3.7336242,-0.13589302,human_cell
662,l-threo-dops,-2.2557547,0.051159397,fungus
663,labetalol,0.8221934,0.18784739,human_cell
664,lacosamide,-0.41168642,-0.11168814,virus
665,lactate,-1.94908,-0.033472404,fungus
666,lactulose,-1.2792294,0.027146295,other
667,lamivudine,1.5498502,-0.08573362,human_cell
668,lamotrigine,2.532501,-0.28247464,virus
669,lanreotide,0.44542956,-0.07159224,human_cell
670,lansoprazole,4.222184,-0.22396502,human_cell
671,lanthanum,-1.899127,0.22978874,bacteria
672,lantus,0.49990535,-0.007229194,human_cell
673,lapatinib,-1.0567837,-0.08040953,virus
674,lasofoxifene,10.926617,0.7995316,human_cell
675,latanoprost,-0.5156748,0.008864924,human_cell
676,leflunomide,1.7103727,-0.22854933,virus
677,lenalidomide,6.9879894,0.0029113293,human_cell
678,lercanidipine,0.25639367,-0.18634129,virus
679,letrozole,0.53342795,-0.09566265,human_cell
680,leucovorin,-1.415504,-0.008743688,bacteria
681,leuprorelin,5.165842,0.061902106,human_cell
682,levetiracetam,1.1171811,-0.13851053,virus
683,levobunolol,-1.1149735,0.0057519674,bacteria
684,levocabastine,-2.0580955,-0.01571633,fungus
685,levodopa/carbidopa,-0.08227897,0.0044071823,human_cell
686,levomepromazine,-1.8287613,0.10938979,fungus
687,levonorgestrel,2.976989,0.13394606,human_cell
688,levosimendan,-2.1192327,0.029991284,fungus
689,lidocaine,1.4491656,0.15937066,human_cell
690,linaclotide,-1.7275217,-0.031486914,fungus
691,linagliptin,-1.8308008,-0.027019143,fungus
692,lincomycin,-1.092459,0.051037207,bacteria
693,lindane,-2.4019818,0.03337486,fungus
694,linezolid,0.12064004,-0.036246687,human_cell
695,lioh,1.1053126,0.048490822,human_cell
696,liraglutide,-1.1491802,-0.1048927,virus
697,lisdexamfetamine,-0.33505106,0.040901855,bacteria
698,lisinopril,2.4067743,-0.0062746108,human_cell
699,lisuride,-0.33115673,0.04146886,human_cell
700,lithium,3.4904654,0.3113835,human_cell
701,lmwh,-0.6206391,0.033624083,human_cell
702,locorten,-2.826313,0.07512777,fungus
703,lodoxamide,-1.1991761,-0.107058376,virus
704,lomefloxacin,0.714236,-0.13606843,virus
705,lomitapide,2.048034,0.12685129,human_cell
706,lomustine,-0.9309871,0.07017479,bacteria
707,loperamide,-0.7325139,-0.019052804,virus
708,loratadine,-1.0036016,-0.073892355,virus
709,lorazepam,0.58495784,-0.0713861,virus
710,lorcaserin,-0.09480882,0.09414373,human_cell
711,lormetazepam,-0.72771335,-0.058412135,virus
712,losartan,1.4769294,-0.08510819,virus
713,loteprednol,-1.2161019,-0.004647538,virus
714,lovastatin,-0.23282838,-0.046623528,human_cell
715,lovaza,-0.46214318,-0.08372164,virus
716,loxapine,0.10093713,0.021184742,human_cell
717,lu,-1.6168623,-0.018490806,fungus
718,lubiprostone,-0.30623603,0.036435723,human_cell
719,luliconazole,-1.6874287,-0.559116,fungus
720,lurasidone,0.72253394,0.07517924,human_cell
721,lutalyse,-0.69999456,-0.04141347,virus
722,ly146032,1.6186392,-0.076159656,human_cell
723,lymecycline,-1.3245823,-0.1295532,fungus
724,lyxumia,-1.5085268,0.031496763,bacteria
725,macitentan,-2.0560503,0.0024299622,fungus
726,madopar,-0.45859122,0.2794305,human_cell
727,mafenide,-1.1023164,-0.038658097,virus
728,magnesium,-2.0672233,0.07644337,fungus
729,malathion,1.1958158,1.1608961,human_cell
730,malvidin,-0.1617856,-0.14876083,virus
731,mannitol,1.2153633,0.19210455,human_cell
732,maprotiline,0.72450805,-0.09277594,virus
733,maraviroc,7.047449,0.47699663,human_cell
734,mdv3100,-1.0592892,-0.07100278,fungus
735,mebendazole,-2.4739428,0.021612614,fungus
736,mebeverine,-2.3735032,0.027555943,fungus
737,mebrofenin,-2.7880142,0.083090425,fungus
738,mecamylamine,-1.9393519,0.037206233,bacteria
739,meclofenamate,-1.3060389,0.005163908,bacteria
740,medroxyprogesterone,7.0251865,0.32474947,human_cell
741,medrysone,-1.4488709,0.023133606,bacteria
742,mefenamic,0.26294112,-0.13316819,virus
743,mefloquine,1.4183881,0.04022661,human_cell
744,megestrol,-0.5873997,-0.15084705,virus
745,melatonin,0.35591006,-0.13562238,human_cell
746,meloxicam,1.5781853,-0.15196848,human_cell
747,melphalan,0.6405227,-0.10929006,human_cell
748,memantine,3.6698391,-0.2457096,human_cell
749,meperidine,0.03954816,0.11508501,human_cell
750,mephenytoin,-0.86850953,-0.060932755,virus
751,mepivacaine,-0.7763889,0.12201479,bacteria
752,meprobamate,-1.2322876,-0.045973107,bacteria
753,meropenem,0.09533906,-0.13518229,virus
754,mersyndol,-0.1815021,0.08033207,human_cell
755,mesna,-0.80842304,-0.057142645,virus
756,metaiodobenzylguanidine,-2.4651575,0.063806705,fungus
757,metaproterenol,-1.241215,0.030898482,bacteria
758,metaxalone,-2.2414474,0.04609701,fungus
759,metformin,0.7965958,0.0266805,human_cell
760,methacholine,-1.1707325,0.15718366,bacteria
761,methadone,0.056298494,-0.0034182966,human_cell
762,methamphetamine,-1.959514,0.17711087,bacteria
763,methazolamide,-1.3496807,0.0149847865,bacteria
764,methenamine,-2.238823,0.03520024,fungus
765,methimazole,-1.6771343,0.05048284,bacteria
766,methocarbamol,-1.3845093,0.16892257,bacteria
767,methohexital,-1.6206124,-0.0013020486,bacteria
768,methotrexate,4.064083,-0.21631193,human_cell
769,methsuximide,-1.5441258,-0.0046851933,bacteria
770,methyclothiazide,-1.4626615,-0.035285354,fungus
771,methyl,-0.45548916,0.09889542,human_cell
772,methyldopa,-0.1720233,0.041608036,human_cell
773,methylene,-0.8060639,0.02134046,bacteria
774,methylergometrine,-1.3387525,-0.004661992,bacteria
775,methylnaltrexone,-2.2139509,0.0005969405,fungus
776,methylphenidate,3.45981,-0.0068977773,human_cell
777,methylprednisolone,2.2195723,-0.039632887,human_cell
778,methyltestosterone,-1.6804314,0.0901851,bacteria
779,methysergide,0.40282845,-0.049576536,virus
780,metipranolol,-1.6648431,0.03415145,bacteria
781,metoclopramide,0.8468659,0.11073743,human_cell
782,metolazone,-0.37112904,-0.05012685,bacteria
783,metoprolol,0.7548058,-0.05173254,human_cell
784,metrodin,4.6890326,0.30355078,human_cell
785,metronidazole,1.9640234,-0.09003344,human_cell
786,metyrapone,-1.9132612,0.03833297,bacteria
787,mexiletine,-0.29977965,-0.043543845,virus
788,mianserin,-1.1133871,-0.067427665,virus
789,miconazole,-1.0890641,-0.13399974,fungus
790,midazolam,2.0090287,0.08873072,human_cell
791,midodrine,-0.27142525,-0.0385489,virus
792,mifepristone,0.3231156,-0.02040784,human_cell
793,miglitol,-0.5073309,0.31362048,bacteria
794,miglustat,0.7723129,0.25506207,human_cell
795,milnacipran,0.12815452,-0.14224288,virus
796,milrinone,-1.9091585,0.13376388,bacteria
797,minocycline,0.8886988,-0.2152937,virus
798,minoxidil,-1.5815768,-0.058398187,fungus
799,mipomersen,-1.0875509,0.1250541,human_cell
800,mirabegron,-0.8879299,-0.1342769,virus
801,mirtazapine,2.6783288,-0.18630987,human_cell
802,misoprostol,1.4376347,0.11604959,human_cell
803,mitomycin,-0.15897393,0.23028883,bacteria
804,mitotane,1.173384,0.063873984,human_cell
805,mitoxantrone,1.6304853,0.07538492,human_cell
806,mivacurium,-1.8096459,0.042224437,bacteria
807,mk-462,-1.2424612,-0.028312415,bacteria
808,mndpdp,-1.9663236,0.012391597,fungus
809,moclobemide,-0.006071806,0.0875079,human_cell
810,modafinil,0.9463098,-0.2615202,virus
811,moexiprilat,-1.0238495,-0.063625336,virus
812,molindone,-1.2374265,0.040562913,bacteria
813,mometasone,0.6876862,-0.17163733,virus
814,monamine,-2.6321218,0.07275627,fungus
815,monobenzone,-2.9586093,0.21490654,fungus
816,monoethanolamine,-1.6146996,-0.020693973,fungus
817,monomethylfumarate,-2.2015057,-0.026967317,fungus
818,monomycin,-2.0811596,0.08416227,bacteria
819,montelukast,0.5315373,-0.04399307,human_cell
820,morphine,3.5047948,-0.020328939,human_cell
821,moxifloxacin,3.993622,-0.22118464,human_cell
822,moxonidine,-2.095083,-0.0018477738,fungus
823,mthpc,-0.41112423,0.008718833,bacteria
824,mupirocin,-1.5381949,-0.07048246,fungus
825,mycophenolate,4.7154703,0.035340622,human_cell
826,mycophenolic,4.215849,-0.09631926,human_cell
827,n-3,-2.5223184,0.043817595,fungus
828,n-acetylcysteine,-1.0545657,-0.033136442,bacteria
829,n-carbamylglutamate,-1.4050198,-0.040933624,virus
830,n-methylscopolamine,-1.602581,0.06433208,bacteria
831,nabilone,0.6267841,-0.015637234,human_cell
832,nabumetone,-0.25494313,-0.097203285,virus
833,nadolol,-0.18093014,0.018739432,human_cell
834,nafarelin,0.43632913,0.023985371,human_cell
835,nafcillin,-1.1953456,-0.032829106,bacteria
836,naftifine,-2.0893161,-0.0010506511,fungus
837,nalbuphine,-0.9076979,-0.02294138,virus
838,nalidixic,-1.2219355,0.09207023,bacteria
839,nalmefene,-0.45030832,0.057121217,bacteria
840,naloxone,-1.045331,0.09679026,bacteria
841,naltrexone,3.4559467,-0.10119575,human_cell
842,nandrolone,-0.017196894,0.1284766,bacteria
843,naphazoline,-1.5693562,0.03989789,fungus
844,naproxen,2.61849,-0.24124017,virus
845,naratriptan,1.9346058,-0.1545533,virus
846,natamycin,-2.1505542,0.06855151,fungus
847,nateglinide,-1.6592236,-0.03548847,fungus
848,nebivolol,-1.5782635,0.023443013,bacteria
849,nedocromil,-1.0054097,0.005184114,bacteria
850,nefazodone,1.3273451,-0.24855894,virus
851,nefopam,-2.1536083,0.064744264,fungus
852,nelarabine,0.39876342,-0.09923047,human_cell
853,nelfinavir,-0.39464545,-0.18209836,virus
854,neomycin,-1.8384604,0.033744678,fungus
855,neostigmine,-0.15311408,0.036270544,human_cell
856,nepafenac,1.1241944,-0.0963569,virus
857,nesiritide,-1.7054462,0.006403476,bacteria
858,nevirapine,0.1289947,0.0075606257,human_cell
859,niacin,0.7743113,-0.14630258,virus
860,nicardipine,-0.33185768,-0.040928915,virus
861,nicorandil,0.19230962,0.01363565,human_cell
862,nicotine,1.3788621,-0.023689017,human_cell
863,nifedipine,2.1014793,-0.1314607,human_cell
864,nilotinib,4.1985035,-0.09884629,human_cell
865,nilutamide,-0.5903907,-0.07188398,virus
866,nimodipine,-1.3355398,-0.05299695,fungus
867,nisoldipine,0.64611316,-0.1412004,virus
868,nitazoxanide,-1.4173224,-0.066423416,virus
869,nitrazepam,0.4920113,0.07731893,human_cell
870,nitric,-1.5040517,0.017662719,bacteria
871,nitrite,-1.8512688,0.09916291,bacteria
872,nitrofurantoin,-0.5054281,-0.11794275,virus
873,nitrogen,0.10222697,0.22702876,human_cell
874,nitroglycerin,1.0534375,0.16376539,human_cell
875,nitroprusside,-1.5055254,0.049793616,fungus
876,nitrous,-1.4880898,0.09556699,bacteria
877,nizatidine,-1.2011957,-0.091290414,virus
878,norepinephrine,-1.5866408,0.06508364,bacteria
879,norethisterone,1.0651882,0.28837445,human_cell
880,norfloxacin,0.98646426,0.061971575,human_cell
881,nortriptyline,0.59731984,-0.030485258,human_cell
882,novolog,2.0207584,0.00834094,human_cell
883,nsc,-2.2356925,-0.012478933,fungus
884,ntbc,-0.8394208,-0.074585974,fungus
885,nuvaring,1.4524219,0.16925521,human_cell
886,nuvocid,-1.4521685,-0.10341826,fungus
887,nystatin,-2.0320063,-0.0023810565,fungus
888,o291,-2.1116056,0.04076074,fungus
889,ocrh,-0.9415169,0.4473435,bacteria
890,octreotide,3.3320916,-0.062128335,human_cell
891,oestrogen,0.41769433,-0.078502595,human_cell
892,ofatumumab,-0.33474398,-0.18191734,virus
893,ofloxacin,4.493885,-0.25488746,human_cell
894,ogen,0.14427543,-0.027808651,human_cell
895,olanzapine,4.15324,-0.1913982,human_cell
896,olmesartan,1.085151,-0.059924588,human_cell
897,olodaterol,-1.971875,-0.026396886,fungus
898,olopatadine,0.19218612,-0.07077196,virus
899,olsalazine,-0.08717561,-0.14640135,virus
900,omeprazole,2.857103,-0.24483639,virus
901,ondansetron,0.5470998,-0.013778508,human_cell
902,optison,0.3264463,-0.093583375,virus
903,org,0.25043464,0.36575872,human_cell
904,orlistat,0.9704635,0.0020148307,human_cell
905,orphenadrine,-1.657115,-0.038810715,fungus
906,oseltamivir,0.75218415,-0.09073803,virus
907,ospemifene,-1.6821365,0.15769519,fungus
908,oxacillin,-1.4413626,-0.018357158,fungus
909,oxaliplatin,2.9688241,-0.08574808,human_cell
910,oxandrolone,-1.4340758,0.15381658,bacteria
911,oxaprozin,-0.0045309067,-0.06619179,virus
912,oxazepam,-1.3424416,-0.02548252,bacteria
913,oxcarbazepine,2.1401336,-0.20912185,virus
914,oxiconazole,-1.388046,0.24650644,bacteria
915,oxprenolol,-1.6128957,0.05894254,bacteria
916,oxybutynin,1.6863148,-0.2631559,virus
917,oxycodone,3.1634066,-0.04655814,human_cell
918,oxymetholone,-1.0805628,0.23081267,bacteria
919,oxymorphone,-0.23708057,-0.0481572,virus
920,oxytetracycline,-1.939158,-0.0403976,fungus
921,oxytocin,0.0053887367,0.59790206,human_cell
922,p-aminohippurate,-2.3757703,0.0767677,fungus
923,paclitaxel,4.924082,-0.017715976,human_cell
924,paliperidone,4.294675,0.13010803,human_cell
925,palonosetron,0.41964555,-0.044154257,human_cell
926,pamidronate,1.816664,0.14752951,human_cell
927,pancuronium,-1.6961029,0.1280443,bacteria
928,pantoprazole,2.860851,-0.31875548,virus
929,papaverine,-1.8918092,0.039256707,bacteria
930,paraldehyde,-1.1075304,0.038768917,virus
931,parecoxib,-0.62995815,-0.12445113,virus
932,paricalcitol,0.8434317,-0.1357468,human_cell
933,paromomycin,-2.7846344,0.13577755,fungus
934,paroven,-2.3767383,0.03539397,fungus
935,paroxetine,6.5295935,0.055932224,human_cell
936,pazopanib,2.5843961,0.10240528,human_cell
937,pci-32765,-0.9725826,-0.0800333,virus
938,pegaptanib,4.371257,-0.06409666,human_cell
939,pemetrexed,0.40522647,0.012470871,human_cell
940,pemirolast,-2.1996434,0.02139178,fungus
941,penbutolol,-1.6251736,0.018113896,bacteria
942,penciclovir,-1.4099522,-0.13831913,virus
943,penicillin,1.7429416,0.31465054,human_cell
944,pentamidine,1.6454294,-0.15544826,virus
945,pentastarch,-2.2203102,-0.0051589757,fungus
946,pentazocine,-0.7412741,-0.033845633,virus
947,pentobarbital,-1.5891714,-0.026536897,bacteria
948,pentosan,-0.60423803,-0.13480905,virus
949,pentostatin,0.41757798,-0.20884377,virus
950,pentoxifylline,-0.123343706,-0.00069083273,human_cell
951,pep005,0.58860517,0.13202088,human_cell
952,perampanel,-1.0852206,-0.0815016,virus
953,pergolide,2.2737935,-0.2121447,virus
954,perhexiline,-1.1569967,0.04500994,bacteria
955,perindopril,1.8554523,-0.022151649,human_cell
956,perindoprilat,-1.4754822,-0.03376466,bacteria
957,permethrin,-2.1048913,-0.004598394,fungus
958,perphenazine,1.205715,0.20318487,human_cell
959,pertechnetate,-2.824928,0.17078057,fungus
960,pge1,3.0716012,0.20384096,human_cell
961,pge2,1.1513784,0.20348357,human_cell
962,phencyclidine,-0.8542597,0.018639863,human_cell
963,phendimetrazine,-1.3673644,0.22778058,bacteria
964,phenelzine,-0.744683,-0.025671184,virus
965,phenobarbital,-0.36248732,-0.072423995,virus
966,phenoxybenzamine,-2.4574609,0.08148579,fungus
967,phentermine,-0.9568696,0.21041004,bacteria
968,phentolamine,-1.5721734,-0.013389811,fungus
969,phenylazo,-1.8926687,0.1780239,bacteria
970,phenylbutyric,-1.1613383,-0.013842881,bacteria
971,phenylephrine,-0.3570521,-0.0321123,virus
972,phenyllactate,-1.9514966,-0.040422514,fungus
973,phenylpropanolamine,-0.96103907,0.0054172575,bacteria
974,phenytoin,2.444403,-0.083563864,human_cell
975,phosphate,0.09527278,0.02478747,human_cell
976,photofrin,3.8928998,0.52004266,human_cell
977,physostigmine,-2.5655768,0.14511731,bacteria
978,pilocarpine,1.1089914,-0.10151926,virus
979,pimecrolimus,1.4694092,0.009917453,human_cell
980,pimozide,-0.10912609,-0.036369607,human_cell
981,pinaverium,-2.31824,0.07085966,fungus
982,pindolol,-0.20748019,-0.024879754,virus
983,pioglitazone,-0.03736067,-0.010319009,human_cell
984,piperacillin,-0.27329278,-0.11343408,virus
985,pirbuterol,-1.0612054,0.037360057,bacteria
986,pirfenidone,-1.2963936,-0.104313016,virus
987,piroxicam,0.24753594,-0.1426025,virus
988,pitavastatin,-1.5372918,-0.023383036,fungus
989,pixantrone,0.62656045,-0.03816493,human_cell
990,pizotifen,-2.2221918,0.03245093,fungus
991,podophyllotoxin,-0.27128673,0.034353122,fungus
992,poly(styrene,-1.6822078,0.12172111,bacteria
993,polymyxin,-2.081049,0.04178676,bacteria
994,polyoxyethylene,-1.0815835,0.27136582,bacteria
995,polythiazide,-1.6636856,-0.013370335,fungus
996,pomalidomide,-0.4522295,-0.15518123,virus
997,ponatinib,1.5742648,-0.04897608,human_cell
998,posaconazole,5.920189,0.017972171,human_cell
999,potassium,0.072846174,0.06542847,human_cell
1000,pralatrexate,-1.8200667,-0.054139465,fungus
1001,pralidoxime,-1.9354607,0.11510996,bacteria
1002,pramipexole,6.9115553,0.12351683,human_cell
1003,prasugrel,-0.86188674,0.039422452,bacteria
1004,pravastatin,0.71589017,-0.13215813,human_cell
1005,praziquantel,-1.6165915,0.018619373,bacteria
1006,prazosin,-0.8347709,-0.056281254,virus
1007,prednefrin,-1.6941392,0.20183232,fungus
1008,prednicarbate,-1.904248,-0.101516575,fungus
1009,prednisolone,1.8641956,0.026921034,human_cell
1010,prednisone,3.5344012,0.16384137,human_cell
1011,pregabalin,8.529609,-0.18596697,human_cell
1012,prilocaine,1.0738194,0.099718735,human_cell
1013,primaquine,-2.5985234,0.08305096,fungus
1014,primidone,-1.5835257,-0.03356558,fungus
1015,probenecid,-2.1163378,0.019050732,fungus
1016,procainamide,0.2650211,0.26512656,bacteria
1017,procaine,-0.62949514,0.17669936,bacteria
1018,procarbazine,0.535084,-0.10017425,virus
1019,prochlorperazine,0.8747308,0.053295866,human_cell
1020,progesterone,2.6915329,-0.14935577,human_cell
1021,proguanil,-2.0465288,-0.05287327,fungus
1022,promacta,-1.5500855,-0.099636585,fungus
1023,promethazine,-0.20239353,0.009672239,bacteria
1024,propafenone,3.7612574,-0.17573962,human_cell
1025,propantheline,-1.2664831,0.07638958,bacteria
1026,proparacaine,0.098143816,0.33380765,human_cell
1027,propericiazine,0.114429235,-0.05123402,human_cell
1028,propofol,1.998965,0.1011137,human_cell
1029,propoxyphene,-0.88848686,-0.041166186,virus
1030,propranolol,0.51442313,0.07357289,human_cell
1031,propylthiouracil,-0.74335957,0.14695823,bacteria
1032,prostacyclin,0.50523496,-0.16338238,virus
1033,prostaglandin,0.5638473,0.4941324,human_cell
1034,protirelin,-1.5531006,0.102893844,bacteria
1035,protriptyline,-0.15067506,0.016527057,bacteria
1036,prucalopride,-1.5862453,-0.09357822,fungus
1037,prussian,-2.3457437,0.5780264,bacteria
1038,pyrantel,-2.3766935,0.057887018,fungus
1039,pyrazinamide,0.072212934,-0.11221266,virus
1040,pyridostigmine,0.69648194,-0.010995463,virus
1041,pyridoxine,-2.7461216,0.07806603,fungus
1042,pyrimethamine,-2.0132036,-0.07401103,fungus
1043,quazepam,-2.5453625,0.039578035,fungus
1044,quetiapine,3.6650336,-0.18601438,human_cell
1045,quinapril,-0.81903195,-0.11405033,virus
1046,quinaprilat,-1.1434784,-0.0519398,virus
1047,quinidine,2.5345514,-0.06764436,human_cell
1048,quinol,-2.4054315,0.06725693,fungus
1049,rabeprazole,2.3537676,-0.25021693,virus
1050,radium,-1.7435601,0.020344332,fungus
1051,raloxifene,-0.616276,-0.09976411,virus
1052,raltegravir,2.8411772,0.0045736283,human_cell
1053,raltitrexed,-1.1906264,-0.002802223,bacteria
1054,ramelteon,-1.6643836,0.20106651,bacteria
1055,ramipril,1.1244953,-0.117218405,human_cell
1056,ramiprilat,-0.6104255,-0.095493436,virus
1057,ranitidine,-0.2680018,0.035310373,human_cell
1058,ranolazine,-0.36239862,-0.056533724,virus
1059,rapamycin,3.0504081,-0.16347447,human_cell
1060,rasagiline,2.0322955,-0.24649012,virus
1061,rasburicase,-1.2603569,-0.025736228,bacteria
1062,reboxetine,0.78793883,-0.15186259,human_cell
1063,refludan,-0.21160173,-0.019761398,bacteria
1064,regadenoson,0.40971446,0.018880725,human_cell
1065,regorafenib,-0.35180736,-0.084748864,virus
1066,remifentanil,0.7770841,0.087231964,human_cell
1067,repaglinide,-1.2322009,-0.021076247,bacteria
1068,rescinnamine,-0.9178183,-0.12204558,virus
1069,reserpine,-1.4994545,0.0051468313,bacteria
1070,retapamulin,-2.1115668,-0.02585572,fungus
1071,retigabine,-0.80662084,-0.06688273,virus
1072,retinoic,5.6773777,-0.013615489,human_cell
1073,retinol,-2.747007,0.13916528,fungus
1074,revasc,-1.0427701,-0.06350821,virus
1075,ribavirin,5.3817625,-0.84233737,virus
1076,rifabutin,-0.5409472,0.029798672,bacteria
1077,rifampicin,0.44019437,-0.08720186,virus
1078,rifapentine,1.0531962,-0.19936046,virus
1079,rifaximin,0.21972203,-0.14403906,virus
1080,rilpivirine,-0.86798334,-0.072582334,fungus
1081,riluzole,3.425987,-0.23067024,human_cell
1082,rimantadine,-1.1380215,-0.02917622,bacteria
1083,rimexolone,-1.4068758,0.011760533,bacteria
1084,rimonabant,-0.615993,-0.11131251,virus
